00014F25 00014F90 _smm_16@8
0001DBF0 0001DC3B ?Alloc@CRecAllocator@@EAEJXZ
0001DC40 0001DC5B ?MarkStreamRestart@CImplReader_1@@UAEJI@Z
0001DC60 0001DCA5 ?Start@CImplReader_1@@UAEJXZ
0001DCBF 0001DCF6 ?DeferCued@CFGControl@@QAEJIW4_FilterState@@@Z
0001DCFB 0001DDB7 ?CheckCued@CFGControl@@QAEJXZ
0001DDBC 0001DE03 ?Alloc@CMemAllocator@@MAEJXZ
0001DE08 0001DE2A ?Alloc@CBaseAllocator@@MAEJXZ
0001DE2F 0001DF50 ?StartStreaming@CAVIDec@@UAEJXZ
0001DF55 0001DF89 ?StartStreaming@CVideoTransformFilter@@MAEJXZ
0001DF8E 0001E05B ?Alloc@CVMRPinAllocator@@EAEJXZ
0001E060 0001E114 ?OnAlloc@CVMRInputPin@@QAEJPAPAVCVMRMediaSample@@J@Z
0001E119 0001E157 ?SetSurface@CVMRMediaSample@@QAEXPAUIDirectDrawSurface7@@0@Z
0001E15C 0001E1A3 ?NewSegment@CTransformInputPin@@UAGJ_J0N@Z
0001E1A8 0001E1DA ?NewSegment@CBasePin@@UAGJ_J0N@Z
0001E1F8 0001E220 ?NotifyStreamQueuedAndWait@CBaseMSRFilter@@QAEXXZ
0001E225 0001E29F ?Active@CBaseMSROutPin@@UAEJXZ
0001E2A4 0001E2BC ?Active@CBaseOutputPin@@UAEJXZ
0001E2C8 0001E2D9 ?InitialThreadProc@CAsyncFile@@CGKPAX@Z
0001E3E4 0001E42D ?SetSyncSource@CCmdQueue@@UAEJPAUIReferenceClock@@@Z
0001E432 0001E484 ?SetSyncSource@CFGControl@@QAEJPAUIReferenceClock@@@Z
0001E527 0001E622 ?SetSyncSource@CFilterGraph@@UAGJPAUIReferenceClock@@@Z
0001E627 0001E656 ?GetDeliveryBuffer@CBaseOutputPin@@UAEJPAPAUIMediaSample@@PA_J1K@Z
0001E65B 0001E67E ?Deliver@CBaseOutputPin@@UAEJPAUIMediaSample@@@Z
0001E683 0001E6AA ?CheckStreaming@CBaseInputPin@@UAEJXZ
0001E6AF 0001E6C5 ?GetPointer@CMediaSample@@UAGJPAPAE@Z
0001E6CA 0001E6D9 ?GetSize@CMediaSample@@UAGJXZ
0001E6DE 0001E714 ?GetTime@CMediaSample@@UAGJPA_J0@Z
0001E719 0001E75B ?SetTime@CMediaSample@@UAGJPA_J0@Z
0001E760 0001E792 ?SetMediaTime@CMediaSample@@UAGJPA_J0@Z
0001E797 0001E7AE ?IsSyncPoint@CMediaSample@@UAGJXZ
0001E7B3 0001E7CD ?IsDiscontinuity@CMediaSample@@UAGJXZ
0001E7D2 0001E7EE ?SetDiscontinuity@CMediaSample@@UAGJH@Z
0001E7F3 0001E80C ?IsPreroll@CMediaSample@@UAGJXZ
0001E811 0001E82D ?SetPreroll@CMediaSample@@UAGJH@Z
0001E832 0001E841 ?GetActualDataLength@CMediaSample@@UAGJXZ
0001E846 0001E865 ?GetMediaType@CMediaSample@@UAGJPAPAU_AMMediaType@@@Z
0001E86A 0001E893 ?SetMediaType@CMediaSample@@UAGJPAU_AMMediaType@@@Z
0001E898 0001E92E ?GetProperties@CMediaSample@@UAGJKPAE@Z
0001E933 0001EA2B ?SetProperties@CMediaSample@@UAGJKPBE@Z
0001EA30 0001EA9C ?GetBuffer@CBaseAllocator@@UAGJPAPAUIMediaSample@@PA_J1K@Z
0001EAA1 0001EAFF ?RegisterMediaTime@CRendererPosPassThru@@QAEJPAUIMediaSample@@@Z
0001EB04 0001EB5C ?GetPrivateTime@CBaseReferenceClock@@UAE_JXZ
0001EB61 0001EBDE ?Transform@CRGB8ToRGB32Convertor@@UAEJPAE0@Z
0001EBE3 0001EC1B ?PresentImage@CIVMRImagePresenter@CVMRFilter@@UAGJKPAUtagVMRPRESENTATIONINFO@@@Z
0001EC3B 0001EC67 ?GetSurface@CVMRMediaSample@@UAGJPAPAUIDirectDrawSurface7@@@Z
0001EC6C 0001ECBC ?UnlockSurface@CVMRMediaSample@@UAGJXZ
0001ECD1 0001ED4D ?LockSurface@CVMRMediaSample@@UAGJPAPAE@Z
0001ED52 0001ED6D ?PERFLOG_STREAMTRACE@@YGXKK_K0000@Z
0001ED72 0001EE0F ?DoQualityMessage@CVMRInputPin@@AAEXXZ
0001EE14 0001EEAD ?ReleaseBuffer@CVMRPinAllocator@@UAGJPAUIMediaSample@@@Z
0001EEB2 0001EF41 ?ClipRectPair@CAllocatorPresenter@@CGXAAUtagRECT@@0ABU2@@Z
0001EF46 0001EFCD ?ValidatePresInfoStruc@@YGJPAUtagVMRPRESENTATIONINFO@@PAUtagSIZE@@@Z
0001EFD2 0001EFF5 ?DoRenderSample@CImageSync@VMR9@@AAEJPAU_VMR9PresentationInfo@2@@Z
0001EFFA 0001F03E ?WaitForRenderTime@CImageSync@VMR9@@AAEJXZ
0001F043 0001F057 ?IsSurfaceLocked@CVMRMediaSample@VMR9@@UAGJXZ
0001F05C 0001F08C ?HaveSavedSample@CImageSync@VMR9@@AAEHXZ
0001F091 0001F0B9 ?ClearSavedSample@CImageSync@VMR9@@AAEXXZ
0001F0BE 0001F0FA ?CheckStreaming@CTransformInputPin@@UAEJXZ
0001F0FF 0001F113 ?NotifyStreamQueuedAndWait@CBaseMSRWorker@@AAEXXZ
0001F118 0001F172 ?Release@CRecSample@@UAGKXZ
0001F177 0001F191 ?DecrementDelivered@CRecAllocator@@AAEXXZ
0001F196 0001F19D ?Release@CVMRMediaSample@VMR9@@WEI@AGKXZ
0001F1A2 0001F1BE ?Release@CVMRMediaSample@@UAGKXZ
0001F1C3 0001F213 ?Release@CMediaSample@@UAGKXZ
0001F218 0001F236 ?SetSyncPoint@CMediaSample@@UAGJH@Z
0001F23B 0001F25F ?QueryInterface@CVMRMediaSample@@UAGJABU_GUID@@PAPAX@Z
0001F25F 0001F29D ?QueryInterface@CMediaSample@@UAGJABU_GUID@@PAPAX@Z
0001F2C4 0001F2F8 ?WantsQueued@CStreamInfo@CImplReader_1@@QAEHXZ
0001F2FD 0001F3C7 ?QueueReadSample@CImplReader_1@@UAEJ_KKPAVCRecSample@@I_N@Z
0001F3CC 0001F660 ?TryQueueSample@CAviMSRWorker@@UAEJAA_JAAHPAUImsValues@@@Z
0001F665 0001F6A4 ?GetMediaTime@CMediaSample@@UAGJPA_J0@Z
0001F6A9 0001F74E ?ShouldSkipFrame@CVideoTransformFilter@@IAEHPAUIMediaSample@@@Z
0001F753 0001F842 ?UpdateRectangles@CAllocatorPresenter@@AAEKPAUtagRECT@@0@Z
0001F847 0001F881 ?EqualSizeRect@@YG_NPBUtagRECT@@0@Z
0001F8A5 0001F8AF ?AddRef@CVMRMediaSample@VMR9@@WEI@AGKXZ
0001F8B4 0001FA5B ?Transform@CAVIDec@@UAEJPAUIMediaSample@@0@Z
0001FA60 0001FAA2 ?ICDecompress@CVFWDynLink@@SGKPAUHIC__@@KPAUtagBITMAPINFOHEADER@@PAX12@Z
0001FAA7 0001FAF0 ?ReleaseBuffer@CColourAllocator@@UAGJPAUIMediaSample@@@Z
0001FAF5 0001FB69 ?ReleaseBuffer@CBaseAllocator@@UAGJPAUIMediaSample@@@Z
0001FB6E 0001FC23 ?Receive@CColourInputPin@@UAGJPAUIMediaSample@@@Z
0001FC28 0001FCB5 ?CopyProperties@CColourInputPin@@QAEXPAUIMediaSample@@0@Z
0001FCBA 0001FD72 ?GetBuffer@CColourAllocator@@UAGJPAPAUIMediaSample@@PA_J1K@Z
0001FD77 0001FDBC ?ChangeType@CColourAllocator@@QAEHPAUIMediaSample@@0@Z
0001FDC1 0001FE36 ?Transform@CColour@@UAEJPAUIMediaSample@@0@Z
0001FE3B 0001FEA7 ?PrepareTransform@CColour@@QAEJPAUIMediaSample@@0@Z
0001FEAC 000200D5 ?Receive@CVMRInputPin@@UAGJPAUIMediaSample@@@Z
000200F8 00020152 ?GetBuffer@CVMRPinAllocator@@UAGJPAPAUIMediaSample@@PA_J1K@Z
00020157 0002025C ?OnGetBuffer@CVMRInputPin@@QAEJPAUIMediaSample@@PA_J1K@Z
00020261 0002027B ?SetPointer@CMediaSample@@QAEJPAEJ@Z
00020280 0002030E ?PrepareSurface@CAllocatorPresenter@@UAGJKPAUIDirectDrawSurface7@@K@Z
00020313 00020371 ?IsDestRectOnWrongMonitor@CAllocatorPresenter@@AAE_NPAPAUCAMDDrawMonitorInfo@@@Z
00020376 0002044C ?PresentImage@CAllocatorPresenter@@UAGJKPAUtagVMRPRESENTATIONINFO@@@Z
00020451 00020544 ?PresentImageWorker@CAllocatorPresenter@@AAEJPAUIDirectDrawSurface7@@KH@Z
00020549 000205AD ?FlipSurface@CAllocatorPresenter@@AAEJPAUIDirectDrawSurface7@@@Z
000205B2 00020666 ?PrepareReceive@CImageSync@VMR9@@AAEJPAU_VMR9PresentationInfo@2@@Z
0002066B 000206A5 ?SaveSample@CImageSync@VMR9@@AAEJPAU_VMR9PresentationInfo@2@@Z
000206AA 000206E4 ?Receive@CImageSync@@UAGJPAUtagVMRPRESENTATIONINFO@@@Z
000206E9 000207BA ?ReceiveWorker@CImageSync@@AAEJPAUtagVMRPRESENTATIONINFO@@@Z
000207BF 000207E3 ?CancelNotification@CImageSync@VMR9@@AAEJXZ
000207E8 00020824 ?AboutToDeliver@CAviMSRWorker@@UAEJPAUIMediaSample@@@Z
00020829 00020859 ?AboutToDeliver@CBaseMSRWorker@@MAEJPAUIMediaSample@@@Z
0002085E 0002088B ?GetDeliveryBufferInternal@CBaseMSROutPin@@QAEJPAPAVCRecSample@@PA_J1K@Z
00020890 00020901 ?GetBuffer@CRecAllocator@@QAGJPAPAVCRecSample@@PA_J1K@Z
00020906 0002094C ?Receive@CTransformInputPin@@UAGJPAUIMediaSample@@@Z
00020951 000209C3 ?Receive@CBaseInputPin@@UAGJPAUIMediaSample@@@Z
000209C8 00020AE1 ?Receive@CVideoTransformFilter@@MAEJPAUIMediaSample@@@Z
00020AE6 00020BDB ?InitializeOutputSample@CTransformFilter@@QAEJPAUIMediaSample@@PAPAU2@@Z
00020BE0 00020CD4 ?TryDeliverSample@CBaseMSRWorker@@MAEJPAH0@Z
00020CD9 00020CEB ?MarkDelivered@CRecSample@@QAEXXZ
00020CF0 00020E6B ?PushLoop@CBaseMSRWorker@@MAEJXZ
00020E70 00020E8F ?CheckRequest@CAMThread@@QAEHPAK@Z
00020E94 00020EB8 ?Release@CRecBuffer@@QAEKXZ
00020EBD 00020F01 ?ReleaseBuffer@CRecCache@@QAEKPAVCRecBuffer@@@Z
00020F06 00020F1F ?SetActualDataLength@CRecSample@@UAGJJ@Z
00020F24 00020F41 ?SetActualDataLength@CMediaSample@@UAGJJ@Z
00020F46 00020F99 ?PromoteFirst@CStreamInfo@CImplReader_1@@QAEPAUSampleReq@@W4State@3@@Z
00020F9E 00020FBB ?PromoteState@CStreamInfo@CImplReader_1@@AAEXAAW4State@SampleReq@@@Z
00020FC0 00021010 ?PollForSample@CImplReader_1@@UAEJPAPAUIMediaSample@@I@Z
00021015 0002108F ?PromoteFirstComplete@CStreamInfo@CImplReader_1@@QAEJPAPAUIMediaSample@@PAJ@Z
000210A8 000210B2 ?Release@CFilterGraph@@WBE@AGKXZ
000210B7 0002111F ?GetTime@CBaseReferenceClock@@UAGJPA_J@Z
00021131 00021169 ?GetFirst@CStreamInfo@CImplReader_1@@QAEPAUSampleReq@@W4State@3@@Z
0002116E 000211B2 ?GetBuffer@CRecCache@@QAEJPAPAVCRecBuffer@@@Z
000211B7 000211FB ?ProcessCacheHit@CImplReader_1@@AAEJI@Z
00021200 00021257 ?GetCacheHit@CRecCache@@QAEJPAUSampleReq@@PAPAVCRecBuffer@@@Z
0002125C 000212C4 ?LocateBuffer@CRecCache@@AAEPAVCRecBuffer@@PAV?$CGenericList@VCRecBuffer@@@@_KK@Z
000212F7 000213A1 ?CheckIssueRead@CImplReader_1@@AAEJXZ
000213A6 000213E4 ?NeedsQueued@CStreamInfo@CImplReader_1@@QAEHXZ
0002141C 000214B0 ?PromoteIssued@CStreamInfo@CImplReader_1@@QAEJPAUSampleReq@@@Z
000214B5 000214CA ?GetPointer@CRecBuffer@@QAEPAE_K@Z
000214CF 000214E7 ?SetParent@CRecSample@@QAEJPAVCRecBuffer@@@Z
000214EC 00021513 ?AddRef@CRecBuffer@@QAEKXZ
0002153A 00021561 ?GetWorkItem@CAsyncFile@@AAEPAVCAsyncRequest@@XZ
00021566 00021688 ?DoRunLoop@CImplReader_1Worker@@AAEXXZ
0002168D 000216DB ?WaitForNext@CAsyncOutputPin@@UAGJKPAPAUIMediaSample@@PAK@Z
000216E0 00021754 ?WaitForNext@CAsyncFile@@QAEJKPAPAXPAKPAJ@Z
00021759 000217A4 ?GetDoneItem@CAsyncFile@@AAEPAVCAsyncRequest@@XZ
000217A9 000217EA ?ThreadProc@CAsyncFile@@AAEKXZ
000217EF 00021801 ??1CMediaSample@@UAE@XZ
00021806 0002182D ?Close@CAMThread@@QAEXXZ
00021885 000218B7 ?CheckDstRect@CAllocatorPresenter@VMR9@@AAEJQAUtagRECT@@@Z
000218BC 000219C8 ?SetVideoPosition@CAllocatorPresenter@@UAGJQAUtagRECT@@0@Z
000219CD 00021A3C ?CheckSrcRect@CAllocatorPresenter@@AAEJQAUtagRECT@@@Z
00021AA7 00021B03 ?QueryProgress@CFilterGraph@@UAGJPA_J0@Z
00021B08 00021B12 ?AddRef@CFilterGraph@@WBE@AGKXZ
00021B17 00021B35 ?NotifySample@CBaseAllocator@@QAEXXZ
00021BF0 00021C27 ?StreamTime@CBaseFilter@@UAEJAAVCRefTime@@@Z
00021C2C 00021C64 ?Delete@CAMSchedule@@AAEXPAVCAdvisePacket@1@@Z
00021C69 00021CBD ?Advise@CAMSchedule@@QAE_JAB_J@Z
00021CC2 00021DAF ?SendQuality@CImageSync@@AAEJ_J0@Z
00021DB4 00021DCD ?SignalTimerFired@CImageSync@@AAEXXZ
00021DD2 00021DD8 ?AlterQuality@CTransformFilter@@UAEJUtagQuality@@@Z
00021DDD 00021DFF ?AlterQuality@CVideoTransformFilter@@MAEJUtagQuality@@@Z
00021E12 00021E36 ?TimeDiff@@YGH_J@Z
00021E3B 00021EAE ?AdviseTime@CBaseReferenceClock@@UAGJ_J0KPAK@Z
00021EB3 00021F22 ?AddAdvisePacket@CAMSchedule@@QAEKAB_J0PAXH@Z
00021F27 00021F76 ?AddAdvisePacket@CAMSchedule@@AAEKPAVCAdvisePacket@1@@Z
00021F7B 00021FA3 ?ScheduleSample@CImageSync@@AAEJPAUtagVMRPRESENTATIONINFO@@@Z
00021FA8 00022047 ?ScheduleSampleWorker@CImageSync@@AAEJPAUtagVMRPRESENTATIONINFO@@@Z
0002204C 00022094 ?CheckSampleTimes@CImageSync@@AAEJPAUtagVMRPRESENTATIONINFO@@PA_J1@Z
00022099 0002230F ?ShouldDrawSampleNow@CImageSync@VMR9@@AAEJPAU_VMR9PresentationInfo@2@PA_J1@Z
00022314 0002232F ?PreparePerformanceData@CImageSync@VMR9@@AAEXHH@Z
00022334 0002237A ?Notify@CTransformOutputPin@@UAGJPAUIBaseFilter@@UtagQuality@@@Z
0002237F 000223ED ?PassNotify@CBaseInputPin@@QAEJAAUtagQuality@@@Z
00022443 0002245D ?SendEndOfStream@CImageSync@@AAEJXZ
00022462 00022493 ?FrameStepWorker@CImageSync@@AAEXXZ
00022498 000224D7 ?Render@CImageSync@@AAEJPAUtagVMRPRESENTATIONINFO@@@Z
000224DC 00022548 ?OnRenderEnd@CImageSync@@AAEXPAUtagVMRPRESENTATIONINFO@@@Z
0002254D 00022564 ?ThrottleWait@CImageSync@VMR9@@AAEXXZ
00022569 000225A9 ?OnRenderStart@CImageSync@@AAEXPAUtagVMRPRESENTATIONINFO@@@Z
000225AE 0002265A ?RecordFrameLateness@CImageSync@@AAEXHH@Z
000226FF 00022793 ?GetStreamTime@CFGControl@@QAEJPA_J@Z
00022798 000227C1 ?OutstandingEC_COMPLETEs@CFGControl@@QAEJXZ
000227C6 000227F7 ?PutDoneItem@CAsyncFile@@AAEJPAVCAsyncRequest@@@Z
0002280A 00022918 ?StuffBuffer@CImplReader_1@@AAEJPAVCRecBuffer@@IAA_K1@Z
0002291D 00022928 ?MarkValid@CRecBuffer@@QAEXXZ
0002292D 00022993 ?GetOverlappedCacheHit@CRecCache@@QAEJ_KKPAPAVCRecBuffer@@@Z
00022993 000229BA __aullrem
000229E5 00022B3E ?AttachSampleReq@CImplReader_1@@AAEJPAVCRecBuffer@@IAA_K1@Z
00022B43 00022BB2 ?ProcessCompletedBuffer@CImplReader_1@@QAEJPAVCRecBuffer@@J@Z
00022C0F 00022E17 ?IssueRead@CImplReader_1@@AAEJPAVCRecBuffer@@_K1@Z
00022E1C 00022E2B ?MarkPending@CRecBuffer@@QAEXXZ
00022E30 00022E79 ?BufferMarkPending@CRecCache@@QAEJPAVCRecBuffer@@@Z
00022EC6 00022F08 ?ProcessRequests@CAsyncFile@@AAEXXZ
00022F0D 00022FF7 ?Request@CAsyncOutputPin@@UAGJPAUIMediaSample@@K@Z
00022FFC 00023078 ?Request@CAsyncFile@@QAEJ_JJPAEPAXK@Z
0002307D 000230E3 ?PutWorkItem@CAsyncFile@@AAEJPAVCAsyncRequest@@@Z
000230E8 00023103 ?StartThread@CAsyncFile@@AAEJXZ
00023136 0002314F ?Reset@CRecBuffer@@QAEXXZ
000231B3 000231EC ?NonDelegatingQueryInterface@CBaseReferenceClock@@UAGJABU_GUID@@PAPAX@Z
000232E8 0002332E ?IsValidBufferRegion@CRecBuffer@@QAE_N_KK@Z
00023333 0002335F ?GetEvent@CImplMediaEvent@@UAGJPAJ00J@Z
00023364 00023402 ?Collect@CEventStore@CImplMediaEvent@@QAEJPAJ00J@Z
00023407 0002341E ?FreeEventParams@CImplMediaEvent@@UAGJJJJ@Z
000234EF 00023572 ?RepaintVideo@CAllocatorPresenter@@UAGJPAUHWND__@@PAUHDC__@@@Z
000235A3 000235B5 ?AddRef@CClassFactory@@UAGKXZ
000235BA 000235D9 ?IsClassID@CFactoryTemplate@@QBEHABU_GUID@@@Z
000235DE 00023643 ?CreateInstance@CClassFactory@@UAGJPAUIUnknown@@ABU_GUID@@PAPAX@Z
00023648 00023667 ??0CAMEvent@@QAE@H@Z
0002366C 0002368B _Quartz_DllGetClassObject@12
00023690 00023722 _DllGetClassObject@12
00023727 00023753 ??0CClassFactory@@QAE@PBVCFactoryTemplate@@@Z
00023758 00023775 ?Release@CClassFactory@@UAGKXZ
0002377A 000237A4 ??_ECImplSeeking@CMpeg1Splitter@@UAEPAXI@Z
000237A9 000237B7 ??0CMediaType@@QAE@XZ
000237BC 000237D3 ?InitMediaType@CMediaType@@QAEXXZ
000237D8 000237F5 ??0CFilGenList@CFilterGraph@@QAE@PAGPAV1@@Z
000237FA 00023811 ??0?$CGenericList@VFilGen@CFilterGraph@@@@QAE@PAG@Z
00023816 00023849 ?Log@CFilterGraph@@AAAXHZZ
0002384E 00023893 ??0CAutoTimer@@QAE@PBG0@Z
00023898 000238B5 ?GetTime@CStats@@QAENXZ
000238BA 00023962 ?Find@CStats@@QAEJPBG_N@Z
00023967 00023973 ?lstrcmpiWInternal@@YGHPBG0@Z
00023978 00023982 ?AddRef@CFilterGraph@@WM@AGKXZ
00023987 00023991 ?Release@CFilterGraph@@WM@AGKXZ
00023996 00023A2D ?SetVideoClippingWindow@CAllocatorPresenter@@UAGJPAUHWND__@@@Z
00023A32 00023AED ?ResetStreamingTimes@CImageSync@@AAEJXZ
00023AF2 00023B55 ?QueryPinInfo@CBasePin@@UAGJPAU_PinInfo@@@Z
00023B6C 00023B86 ?SetMediaType@CBasePin@@UAEJPBVCMediaType@@@Z
00023B8B 00023B96 ?Set@CMediaType@@QAEJABV1@@Z
00023BB9 00023BF0 ?NonDelegatingQueryInterface@CAsyncOutputPin@@UAGJABU_GUID@@PAPAX@Z
00023BF5 00023BFC ?QueryInterface@CRenderer@@WBE@AGJABU_GUID@@PAPAX@Z
00023C01 00023C1B ?QueryInterface@CPosPassThru@@UAGJABU_GUID@@PAPAX@Z
00023C26 00023C65 ?AddTail@CBaseList@@QAEHPAV1@@Z
00023D0A 00023DB2 ?MergeRootsFrom@CFilterGraph@@AAEJAAVCFilGenList@1@0PAVFilGen@1@@Z
00023DB7 00023DF0 ?Merge@CFilterGraph@@AAEXAAVCFilGenList@1@PAVFilGen@1@@Z
00023E15 00023E65 ?SortList@CFilterGraph@@AAEXAAVCFilGenList@1@@Z
00023E6A 00023EAE ?MergeRootNodes@CFilterGraph@@AAEJAAVCFilGenList@1@0@Z
00023EB3 00023EDF ?ClearRanks@CFilterGraph@@AAEXAAVCFilGenList@1@@Z
00023F48 00023F87 ?NumberNodes@CFilterGraph@@AAEJAAVCFilGenList@1@0@Z
00023F8C 0002400B ?NumberNodesFrom@CFilterGraph@@AAEJAAVCFilGenList@1@PAVFilGen@1@H@Z
00024010 000240C1 ?ReceiveConnection@CBasePin@@UAGJPAUIPin@@PBU_AMMediaType@@@Z
000240C6 000240FF ?NonDelegatingQueryInterface@CBaseAllocator@@UAGJABU_GUID@@PAPAX@Z
00024104 00024177 ??0CBaseAllocator@@QAE@PAGPAUIUnknown@@PAJHH@Z
0002417C 00024184 ?SetPalette@CIIOverlay@CVMRInputPin@VMR9@@UAGJKPAUtagPALETTEENTRY@@@Z
000241AE 000241E3 ??0CAMThread@@QAE@XZ
00024224 00024253 ?Release@CEnumMediaTypes@@UAGKXZ
00024258 00024271 ?AreWeOutOfSync@CEnumMediaTypes@@AAEHXZ
00024276 000242A1 ??1CAutoTimer@@QAE@XZ
000242A6 00024324 ?FindFilterByName@CFilterGraph@@UAGJPBGPAPAUIBaseFilter@@@Z
00024329 0002432D ?IsSeekable@CBasicParse@@UAEHXZ
00024332 0002441A ?Next@CEnumMediaTypes@@UAGJKPAPAU_AMMediaType@@PAK@Z
0002441F 00024440 ??_GCEnumMediaTypes@@UAEPAXI@Z
00024445 00024458 ??1CEnumMediaTypes@@UAE@XZ
0002445D 000244A3 ?EnumMediaTypes@CBasePin@@UAGJPAPAUIEnumMediaTypes@@@Z
000244A8 000244F4 ??0CEnumMediaTypes@@QAE@PAVCBasePin@@PAV0@@Z
000244F9 00024522 ??0FilGen@CFilterGraph@@QAE@PAUIBaseFilter@@K@Z
00024527 00024545 ??0?$CComPtr@UIBaseFilter@@@ATL@@QAE@PAUIBaseFilter@@@Z
0002454A 0002464A ?AddFilterInternal@CFilterGraph@@QAEJPAUIBaseFilter@@PBG_N@Z
0002464F 00024708 ?InstallName@CFilterGraph@@AAEJPBGAAPAG@Z
0002472E 0002477A ??0CBaseFilter@@QAE@PBGPAUIUnknown@@PAVCCritSec@@ABU_GUID@@@Z
0002477F 000247AF ??0CUnknown@@QAE@PAGPAUIUnknown@@PAJ@Z
000247B4 00024801 _AMGetWideString@8
00024806 00024827 ??0CMediaControl@@QAE@PBGPAUIUnknown@@@Z
0002482C 0002484B ?IsMainThread@CFilterGraph@@EAGJXZ
00024850 000249A9 ?RenderFile@CFilterGraph@@UAGJPBG0@Z
000249D5 000249F7 ??0CStat@@QAE@PBG@Z
000249FC 00024A1A ?Reset@CStat@@QAEXXZ
00024A1F 00024A40 ??0CBaseList@@QAE@PAGH@Z
00024A45 00024A9E ?NonDelegatingQueryInterface@CFilterMapper2@@UAGJABU_GUID@@PAPAX@Z
00024AA3 00024B51 ??0CBasePin@@QAE@PAGPAVCBaseFilter@@PAVCCritSec@@PAJPBGW4_PinDirection@@@Z
00024B56 00024CF5 ?RenderViaIntermediate@CFilterGraph@@AAEJPAUIPin@@HAAVCSearchState@1@AAV?$CGenericList@USpare@CFilterGraph@@@@1@Z
00024CFA 00024DAD ?RenderUsingFilter@CFilterGraph@@AAEJPAUIPin@@AAVFilter@1@HAAVCSearchState@1@AAV?$CGenericList@USpare@CFilterGraph@@@@2@Z
00024DB2 00024E31 ?RenderByFindingPin@CFilterGraph@@AAEJPAUIPin@@PAUIBaseFilter@@HAAVCSearchState@1@AAV?$CGenericList@USpare@CFilterGraph@@@@2@Z
00024E36 00024E5C ?TakeSnapshot@CFilterGraph@@AAEXAAVCSearchState@1@AAUsnapshot@1@@Z
00024E84 00024ED7 ?RenderPinByDefault@@YG_NPAUIPin@@@Z
00024FA8 00024FDD ?RenderRecursively@CFilterGraph@@AAEJPAUIPin@@HAAVCSearchState@1@AAV?$CGenericList@USpare@CFilterGraph@@@@1@Z
00024FE2 00024FF8 ?AddRef@?$CComAggObject@VCStatContainer@@@ATL@@UAGKXZ
00024FFD 00025001 ?IsPayloadOnly@CStream@@UAEHXZ
00025006 0002504B ?InitialiseWindow@CBaseWindow@@UAEJPAUHWND__@@@Z
00025050 000250B0 ??0CBaseWindow@@QAE@H_N@Z
000250FF 0002517D ?PrepareWindow@CBaseWindow@@UAEJXZ
00025182 00025239 ?DoCreateWindow@CBaseWindow@@QAEJXZ
0002523E 0002526F ?CreateInstance@CFilterMapper2@@SGPAVCUnknown@@PAUIUnknown@@PAJ@Z
00025274 000252DE ??0CFilterMapper2@@QAE@PAGPAUIUnknown@@PAJ@Z
000252E3 0002530C ??0FOURCCMap@@QAE@K@Z
00025311 00025342 ?NonDelegatingQueryInterface@CEnumRegMonikers@@UAGJABU_GUID@@PAPAX@Z
00025347 00025371 ?CreateEnumeratorCacheHelper@CFilterMapper2@@AAEJXZ
00025376 0002538B ?AddRef@CFilterMapper2@@EAGKXZ
00025390 000253A5 ?Release@CFilterMapper2@@EAGKXZ
000253AA 000253CC ?LoggingGetDisplayName@CFilterGraph@@AAEPAGQAGPAUIMoniker@@@Z
000253D1 000253F6 ?IsAbandonCode@@YGHJ@Z
000253FB 0002541A ??0Filter@CFilterGraph@@QAE@XZ
0002541F 00025433 ?ReleaseFilter@Filter@CFilterGraph@@QAEXXZ
00025438 00025511 ?GetMediaTypes@CFilterGraph@@AAEJPAUIPin@@PAPAU_GUID@@PAK@Z
00025516 00025532 ?GetStreamBuilder@@YGPAUIStreamBuilder@@U_GUID@@0@Z
00025537 00025551 ??RCEnumCachedFilters@@QAEPAUIBaseFilter@@XZ
00025556 0002557B ?GetFirstPosition@CFilterCache@@QAEPAU__POSITION@@XZ
000255D7 0002566B ?NextFilter@CFilterGraph@@AAEXAAVFilter@1@K@Z
00025670 000256CF ?NextFilterHelper@CFilterGraph@@AAEJAAVFilter@1@@Z
000256D4 000256D9 ??_ECEnumCachedFilter@@W3AEPAXI@Z
000256DE 000256FF ??_GCEnumCachedFilter@@UAEPAXI@Z
00025704 00025721 ??1CEnumCachedFilter@@UAE@XZ
00025726 0002586F ?Next@CEnumRegMonikers@@UAGJKPAPAUIMoniker@@PAK@Z
00025874 0002599C ?RegEnumFilterInfo@CMapperCache@@QAEJAAUCursor@@_NKHPBU_GUID@@KPBU__MIDL___MIDL_itf_strmif_0134_0003@@2HH2K32PAPAUIMoniker@@PAU3@QAG@Z
000259A1 000259D2 ?Refresh@CMapperCache@@AAEJXZ
000259D7 00025AA6 ?EnumMatchingFilters@CFilterMapper2@@EAGJPAPAUIEnumMoniker@@KHKHKPBU_GUID@@PBU__MIDL___MIDL_itf_strmif_0134_0003@@1HHK121@Z
00025AAB 00025BDF ??0CEnumRegMonikers@@QAE@HKHPBU_GUID@@KPBU__MIDL___MIDL_itf_strmif_0134_0003@@0HH0K10PAVCMapperCache@@PAJ@Z
00025C32 00025C53 ??_GCEnumCachedFilters@@QAEPAXI@Z
00025C58 00025C87 ?DestoryCachedFiltersEnum@CEnumCachedFilters@@AAEXXZ
00025CCF 00025CF9 ??0CEnumCachedFilters@@QAE@PAUIGraphConfig@@PAJ@Z
