000017B4 000017C8 __EH_epilog3
0000EEBD 0000EEE0 ?IsPointingToPrestub@Precode@@QAEHK@Z
0000EEE0 0000EF56 ?SetTargetInterlocked@Precode@@QAEHK@Z
0000EF80 0000EF93 ?GetTarget@FixupPrecode@@QAEKXZ
0000EF93 0000EFF5 ?SetTargetInterlocked@FixupPrecode@@QAEHKK@Z
0000F01F 0000F037 ?GetMLHeader@NDirectMethodDesc@@QAEPAUMLHeader@@XZ
0000F037 0000F03D ?GetThreadTLSIndex@@YGKXZ
0000F064 0000F08E ?rel32SetInterlocked@@YGHPAXKKPAVMethodDesc@@@Z
0000F0BA 0000F0D3 ?SetTargetInterlocked@RemotingPrecode@@QAEHKK@Z
0000F139 0000F168 ?Equals@ObjectNative@@SIHPAVObject@@0@Z
0000F168 0000F19E __EH_prolog3_GS
0000F19E 0000F1AD __EH_epilog3_GS
0000F1AD 0000F1CE ?IsGenericMethodDefinition@MethodDesc@@QAEHXZ
0000F1CE 0000F1DD ?GetCanonicalMethodTable@MethodTable@@QAEPAV1@XZ
0000F1DD 0000F1EA ?IsGenericVariable@TypeHandle@@QBEHXZ
0000F1EA 0000F1F0 _strcmp
0000F1F0 0000F211 ?EnsureLoadLevel@DomainFile@@QAEXW4FileLoadLevel@@@Z
0000F211 0000F254 ??2@YAPAXI@Z
0000F254 0000F273 ?IsInterface@TypeHandle@@QBEHXZ
0000F273 0000F28A ?IsValueType@TypeHandle@@QBEHXZ
0000F28A 0000F29E ?GetTrueMethodTable@Object@@QAEPAVMethodTable@@XZ
0000F29E 0000F2B3 ?LeaveRead@SimpleRWLock@@QAEXXZ
0000F2B3 0000F2E5 ?TryEnterRead@SimpleRWLock@@QAEHXZ
0000F2E5 0000F305 ?EnterRead@SimpleRWLock@@QAEXXZ
0000F305 0000F331 ??1?$Holder@PAVSimpleRWLock@@$1?AcquireReadLock@1@CGXPAV1@@Z$1?ReleaseReadLock@1@CGX0@Z$0A@$1??$CompareDefault@PAVSimpleRWLock@@@@YGH00@Z$01@@QAE@XZ
0000F331 0000F349 ?IsSecurityOn@SecurityPolicy@@CGHXZ
0000F351 0000F370 ?GetDomain@MethodDesc@@QAEPAVBaseDomain@@XZ
0000F370 0000F3A1 ?ParentEquals@MethodTable@@QAEHPAV1@@Z
0000F3A1 0000F3CE ?IsAnyDelegateClass@MethodTable@@QAEHXZ
0000F3CE 0000F3F6 ?TryGetDomainFile@DomainLocalBlock@@QAEPAVDomainFile@@K@Z
0000F3F6 0000F3FE ?GetThis@FramedMethodFrame@@UAEPAVObject@@XZ
0000F3FE 0000F402 ?GetAddrOfThis@FramedMethodFrame@@IAEKXZ
0000F415 0000F424 ?GetActiveObject@@YGPAVObject@@PAVPrestubMethodFrame@@@Z
0000F452 0000F46D ?IsTPMethodTable@CTPMethodTable@@SGHPAVMethodTable@@@Z
0000F46D 0000F492 ?GetParent@TypeHandle@@QBE?AV1@XZ
0000F600 0000F615 ?TraceEvent@ETWTraceStartup@@SGXK@Z
0000F615 0000F62D ??0ETWTraceStartup@@QAE@K@Z
0000F62D 0000F651 ?GetRvaData@PEDecoder@@QBEKKW4IsNullOK@@@Z
0000F651 0000F659 ?IsIntrospectionOnly@Assembly@@QAEHXZ
0000F659 0000F66B ?IsIL@MethodDesc@@QAEHXZ
0000F66B 0000F680 ?RestoreCer@Module@@QAEXPAVMethodDesc@@@Z
0000F680 0000F6B6 ?AcquirePreempLock@CrstBase@@CGXPAV1@@Z
0000F6B6 0000F6D5 ?IsNoStringInterning@Module@@QAEHXZ
0000F6D5 0000F6F3 ??1LockHolder@SyncBlockCache@@QAE@XZ
0000F6F3 0000F703 ?GetMethodDescFromStubAddr@MethodDesc@@SGPAV1@KH@Z
0000F707 0000F73D ?GetMethodDescFromCompactEntryPoint@MethodDescChunk@@SGPAVMethodDesc@@KH@Z
0000F73D 0000F751 ?GetInterfaceMap@MethodTable@@QAEPAUInterfaceInfo_t@@XZ
0000F751 0000F813 ?IsValidToken@MDInternalRO@@UAGHI@Z
0000F813 0000F82B ?IsClassAllocated@DomainLocalModule@@QAEHPAVMethodTable@@K@Z
0000F872 0000F887 ?GetWriteableData@MethodTable@@QBEPBUMethodTableWriteableData@@XZ
0000F887 0000F8AC ?EnsureLoaded@ClassLoader@@SGXVTypeHandle@@W4ClassLoadLevel@@@Z
0000F8AC 0000F8F3 ?FetchClass@Binder@@QAEPAVMethodTable@@W4BinderClassID@@HW4ClassLoadLevel@@@Z
0000F8F3 0000F90A ?GetSig@MethodDesc@@QAEPBEXZ
0000F90A 0000F93A ?SizeOf@MethodDesc@@QAEKXZ
0000F93A 0000F970 ?GetNext@IntroducedMethodIterator@MethodTable@@SGPAVMethodDesc@@PAV3@@Z
0000FA80 0000FA9E ?IsFullyLoaded@MethodTable@@QAEHXZ
0000FA9E 0000FAAE ?HasMethodInstantiation@MethodDesc@@QAEHXZ
0000FAD0 0000FAF1 ?GetNumGenericMethodArgs@MethodDesc@@QAEKXZ
0000FAF1 0000FB10 ?IsRestored@MethodTable@@QAEHXZ
0000FB10 0000FB4A ?IsRestored@MethodDesc@@QAEHXZ
0000FB4A 0000FB78 ?CheckRestore@MethodDesc@@QAEXW4ClassLoadLevel@@@Z
0000FBDD 0000FC0E ?HasClassInstantiation@MethodDesc@@QAEHXZ
0000FC0E 0000FC2F ?HasClassOrMethodInstantiation@MethodDesc@@QAEHXZ
0000FC2F 0000FC93 ?FindOrCreateAssociatedMethodDesc@MethodDesc@@SGPAV1@PAV1@PAVMethodTable@@HVInstantiation@@HHHW4ClassLoadLevel@@@Z
0000FC93 0000FCB2 ?CheckRestore@MethodTable@@QAEXXZ
0000FCB2 0000FCC2 ?IsEnCAddedMethod@MethodDesc@@QAEHXZ
0000FCC2 0000FCD7 ?IsInterface@MethodDesc@@QAEKXZ
0000FCD7 0000FD09 ?MayBeRemotingIntercepted@MethodDesc@@QAEHXZ
0000FD09 0000FD1D ?IsRemotingInterceptedViaPrestub@MethodDesc@@QAEHXZ
0000FD1D 0000FD4F ?GetMethodEntryPoint@MethodDesc@@QAEKXZ
0000FD4F 0000FD77 ?IsEditAndContinueCapable@Module@@SGHPAVPEFile@@@Z
0000FD77 0000FD97 ?IsEditAndContinueCapable@Module@@QAEHXZ
0000FD97 0000FDAB ?IsEditAndContinueEnabled@Module@@QAEHXZ
0000FDAF 0000FDC3 ?IsRemotingInterceptedViaVirtualDispatch@MethodDesc@@QAEHXZ
0000FDC3 0000FDD0 ?IsArray@TypeHandle@@QBEHXZ
0000FDD8 0000FE38 ?IsVtableMethod@MethodDesc@@QAEHXZ
0000FE38 0000FE6B ?GetNativeCode@MethodDesc@@QAEKXZ
0000FE96 0000FEA8 ?GetType@Precode@@QAE?AW4PrecodeType@@XZ
0000FEA8 0000FED7 ?GetMethodDesc@Precode@@QAEPAVMethodDesc@@XZ
0000FEDB 0000FF04 ?GetPrecodeFromEntryPoint@Precode@@SGPAV1@KH@Z
0000FF04 0000FF14 ?GetMethodDesc@FixupPrecode@@QAEKXZ
0000FF1F 0000FF48 ?GetElementPtr@LookupMapBase@@QAEPAKK@Z
0000FF48 0000FF6B ?GetElement@?$LookupMap@PAVMethodTable@@@@QAEPAVMethodTable@@K@Z
0000FF6B 0000FFA9 ?LookupTypeDef@Module@@QAE?AVTypeHandle@@I@Z
0000FFA9 0000FFB8 ?GetLoadLevel@TypeHandle@@QAE?AW4ClassLoadLevel@@XZ
0000FFB8 00010004 ?GetLoadLevel@MethodTable@@QAE?AW4ClassLoadLevel@@XZ
00010004 0001002B ?RawGetClass@Binder@@AAEPAVMethodTable@@W4BinderClassID@@@Z
00010038 000100DD ?TryGetMultiCallableAddrOfCode@MethodDesc@@QAEKW4CORINFO_ACCESS_FLAGS@@@Z
000100DD 000100F8 ?IsPointingToNativeCode@MethodDesc@@QAEHXZ
00010101 0001012D ?FindDomainFile@Module@@QAEPAVDomainFile@@PAVAppDomain@@@Z
0001012D 0001013F ?FindDomainAssembly@Module@@QAEPAVDomainAssembly@@PAVAppDomain@@@Z
0001013F 00010163 ?GetSecurityDescriptor@Assembly@@QAEPAVAssemblySecurityDescriptor@@PAVAppDomain@@@Z
00010163 00010198 ?GetMethodDescForSlot@MethodTable@@QAEPAVMethodDesc@@K@Z
00010198 000101D6 ?GetMethodDescForSlotAddress@MethodTable@@SGPAVMethodDesc@@KH@Z
00010208 0001020B ?GetBase@ZapWrapper@@UAEPAVZapNode@@XZ
0001020B 0001022A ?GetDispatchMap@MethodTable@@QAEPAVDispatchMap@@XZ
00010245 0001027A ?SizeOf@Precode@@SGKW4PrecodeType@@@Z
0001027A 0001029C ?GetTarget@Precode@@QAEKXZ
0001029C 000102C7 ?getIX@CMiniMdBase@@SGKPBXAAUCMiniColDef@@@Z
0001034C 0001036C ?GetClass@MethodDesc@@QAEPAVEEClass@@XZ
000103CC 000103DA ?vGetCountRecs@CMiniMdBase@@UAEKK@Z
000103DA 0001041C ?vGetRow@?$CMiniMdTemplate@VCMiniMd@@@@UAEPAXKK@Z
0001041C 0001047C ?vSearchTable@CMiniMdBase@@UAEKKUCMiniColDef@@K@Z
0001047C 000104E0 ?GetCurrentTaskType@@YG?AW4ETaskType@@XZ
000104E0 000104F3 ?GetModule@TypeHandle@@QBEPAVModule@@XZ
000104F3 00010508 ?GetAttrClass@EEClass@@QAEKXZ
00010508 00010522 ?GetValueMaybeNull@?$RelativeFixupPointer@K@@QBEKK@Z
00010522 00010541 ?GetElement@?$LookupMap@PAVModule@@@@QAEPAVModule@@K@Z
00010541 0001057B ?getTypeDef@?$CMiniMdTemplate@VCMiniMd@@@@QAEPAVTypeDefRec@@K@Z
0001057B 0001059A ?DebugMoveBuffer@SBuffer@@IAEXPAE0I@Z
0001059A 000105DA ?HasInstantiation@TypeHandle@@QBEHXZ
000105DA 000105FF ?ContainsGenericVariables@TypeHandle@@QBEHH@Z
000105FF 00010620 ?ContainsStackPtr@MethodTable@@QAEHXZ
00010620 00010650 ?IsMethodTransparent@SecurityTransparent@@CGHPAVMethodDesc@@@Z
00010650 0001066C ?IsRemoteActivationRequired@CRemotingServices@@SGHVTypeHandle@@@Z
0001066C 00010693 ?IsClass@Binder@@QAEHPAVMethodTable@@W4BinderClassID@@@Z
00010A44 00010A5B ?IsArray@TypeDesc@@QAEHXZ
00010A6F 00010A84 ?ClrEnterCriticalSection@@YGXPAX@Z
00010A84 00010A93 ?EEEnterCriticalSection@@YGXPAX@Z
00010A93 00010AA8 ?ClrLeaveCriticalSection@@YGXPAX@Z
00010AA8 00010AB7 ?AcquireLock@CExecutionEngine@@EAGXPAX@Z
00010AB7 00010AC6 ?EELeaveCriticalSection@@YGXPAX@Z
00010AC6 00010AD5 ?ReleaseLock@CExecutionEngine@@EAGXPAX@Z
00010AD5 00010B01 ??1?$Holder@PAX$1?ClrEnterCriticalSection@@YGXPAX@Z$1?ClrLeaveCriticalSection@@YGX0@Z$0A@$1??$CompareDefault@PAX@@YGH00@Z$01@@QAE@XZ
00010B01 00010B23 ?AllocMem_TotalSize@@YGIIPAVUnlockedLoaderHeap@@@Z
00010B23 00010B34 ?GetBytesAvailCommittedRegion@UnlockedLoaderHeap@@AAEIXZ
00010B41 00010B9C ?RealAllocMem@LoaderHeap@@QAE?AUTaggedMemAllocPtr@@I@Z
00010B9C 00010BB9 ?AllocFromFreeList@LoaderHeapFreeBlock@@SGPAXPAPAU1@IHPAVUnlockedLoaderHeap@@@Z
00010BB9 00010C16 ?UnlockedAllocMem_NoThrow@UnlockedLoaderHeap@@IAEPAXI@Z
00010C16 00010C2D ?UnlockedAllocMem@UnlockedLoaderHeap@@IAEPAXI@Z
00010DFF 00010E96 ?UnlockedAllocAlignedMem_NoThrow@UnlockedLoaderHeap@@IAEPAXIIPAI@Z
00010E96 00010EB3 ?UnlockedAllocAlignedMem@UnlockedLoaderHeap@@IAEPAXIIPAI@Z
00010EB3 00010F27 ?RealAllocAlignedMem@LoaderHeap@@QAE?AUTaggedMemAllocPtr@@IIPAI@Z
00010F8D 00011238 ?DoPrestub@MethodDesc@@QAEKPAVMethodTable@@@Z
00011253 00011298 ?IsPointingToPrestub@MethodDesc@@QAEHXZ
00011298 000112B0 ?GetPreImplementedCode@MethodDesc@@QAEKXZ
000112B0 000113A7 _PreStubWorker@4
000113A7 000113B4 ?IsIntrospectionOnly@MethodDesc@@QAEHXZ
000113B4 00011451 ?DoBackpatch@MethodDesc@@QAEXPAVMethodTable@@H@Z
00011624 00011638 ?EnumClose@MDInternalRW@@UAGXPAUHENUMInternal@@@Z
00011638 0001166D ?ZeroEnum@HENUMInternal@@SGXPAU1@@Z
0001166D 0001169B ?EnumNext@MDInternalRO@@UAG_NPAUHENUMInternal@@PAI@Z
0001169B 000116D4 ?SearchTableForMultipleRows@CMiniMdBase@@QAEKKUCMiniColDef@@KPAK@Z
000116D4 00011717 ?encodeToken@CMiniMdBase@@SGKKIQBII@Z
00011778 000117BE ?getCustomAttributeForToken@?$CMiniMdTemplate@VCMiniMdRW@@@@QAEKIPAK@Z
00011D2B 00011D53 ??1?$SArray@USavedNodeEntry@DataImage@@$00@@QAE@XZ
00011D53 00011DC2 ?Resize@SString@@AAEXIW4Representation@1@W4Preserve@SBuffer@@@Z
00011DC2 00011DD6 ?ConvertToIteratable@SString@@ABEXXZ
00011DD6 00011E1C ?ErectWriteBarrier@GCHeap@SVR@@UAEXPAPAVObject@@PAV3@@Z
00011E1C 00011E3A ?SetObjectReferenceUnchecked@@YGXPAPAVObject@@PAV1@@Z
00011E3F 00011E54 ?JIT_Security_Prolog@@YIXPAUCORINFO_METHOD_STRUCT_@@PAPAVObject@@@Z
00011E54 00011E5B ?GetSecurityDescriptor@AppDomain@@UAEPAVApplicationSecurityDescriptor@@XZ
00011E5B 00011E91 ?PeekElemTypeNormalized@SigPointer@@QBE?AW4CorElementType@@PAVModule@@PBVSigTypeContext@@@Z
00011E91 00011EAA ?CheckInit@Binder@@CGXPAVMethodTable@@@Z
00011EB2 00011EE7 ?CorSigUncompressBigData@@YGKAAPBE@Z
00011EE7 00011EFC ?GetWriteableDataForWrite@MethodTable@@QAEPAUMethodTableWriteableData@@XZ
00011EFC 00011F29 ?WszMultiByteToWideChar@@YGHIKPBDHPAGH@Z
00011F29 00011F50 ?HashBytes@@YGKPBEI@Z
00011F50 00011F75 ??1?$BaseWrapper@PAUIMDInternalImport@@V?$FunctionBase@PAUIMDInternalImport@@$1??$DoNothing@PAUIMDInternalImport@@@@YGXPAU1@@Z$1??$DoTheRelease@UIMDInternalImport@@@@YGX0@Z$01@@$0A@$1??$CompareDefault@PAUIMDInternalImport@@@@YGHPAU1@0@Z$01@@QAE@XZ
00011F75 00011F93 ??1?$Wrapper@PAUIAssemblyName@@$1??$DoNothing@PAUIAssemblyName@@@@YGXPAU1@@Z$1??$DoTheRelease@UIAssemblyName@@@@YGX0@Z$0A@$1??$CompareDefault@PAUIAssemblyName@@@@YGH00@Z$01@@QAE@XZ
00011FE9 00011FFB ?DecPreventAsync@Thread@@SGXXZ
00011FFB 0001200D ?IncPreventAsync@Thread@@SGXXZ
0001200D 00012032 ?GetAddrOfNativeCodeSlot@MethodDesc@@QAEKXZ
0001204A 000120A0 ?EnsureActive@Module@@QAEXXZ
000120A0 000120EB ?EnsureInstanceActive@MethodTable@@QAEXXZ
000120EB 00012112 ?EnsureActive@MethodDesc@@QAEXXZ
00012112 000121F1 _CallDescrWorkerWithHandler@24
00012214 00012232 ??1AbstractScratchBuffer@SString@@QAE@XZ
00012232 00012270 ?IsRepresentation@SString@@ABEHW4Representation@1@@Z
00012270 000122B8 ??0SString@@IAE@PAXI@Z
000122C2 000122F6 ?GetBinarySig@HardCodedMetaSig@@QBEXPAPBEPAK@Z
0001230D 00012380 ?getNamespaceOfTypeDef@?$CMiniMdTemplate@VCMiniMd@@@@QAEPBDPAVTypeDefRec@@@Z
00012380 000123F3 ?getNameOfTypeDef@?$CMiniMdTemplate@VCMiniMd@@@@QAEPBDPAVTypeDefRec@@@Z
000123F3 0001244A ?GetNameOfTypeDef@MDInternalRO@@UAGXIPAPBD0@Z
0001244A 00012488 ?GetClass@Binder@@QAEPAVMethodTable@@W4BinderClassID@@@Z
00012488 000124A3 ?IsAnyDelegateExact@MethodTable@@QAEHXZ
000124A3 000124CC ?GetExposedAssemblyObject@DomainAssembly@@QAEPAVObject@@XZ
000124CC 000124DA ?GetExposedObject@Assembly@@QAEPAVObject@@XZ
000124DA 000124F8 ??1?$ReleaseHolder@UIEnumDefinitionIdentity@@V?$Wrapper@PAUIEnumDefinitionIdentity@@$1??$DoNothing@PAUIEnumDefinitionIdentity@@@@YGXPAU1@@Z$1??$DoTheRelease@UIEnumDefinitionIdentity@@@@YGX0@Z$0A@$1??$CompareDefault@PAUIEnumDefinitionIdentity@@@@YGH00@Z$01@@@@QAE@XZ
0001250F 00012522 ?CompareHelper@ComparePtr@@UAEKKK@Z
00012522 0001253C ?RunningOnWin95@@YGHXZ
0001253C 00012547 ?GetSecurityDescriptor@Module@@QAEPAVAssemblySecurityDescriptor@@XZ
00012547 0001254E ?CanCallUnmanagedCode@SecurityDescriptor@@IAEHXZ
0001254E 00012591 ?AllocateHandles@LargeHeapHandleTable@@QAEPAPAVObject@@K@Z
00012591 000125AB ?AllocateHandles@LargeHeapHandleBucket@@QAEPAPAVObject@@K@Z
000125AB 00012634 ?AllocateStringObject@@YGPAVStringObject@@PAVEEStringData@@@Z
00012634 0001263D ?IsValidCookie@StgPool@@UAEHK@Z
0001263D 00012655 ?SetIsOnlyLowChars@EEStringData@@QAEXH@Z
00012655 000126DC ?ResolveStringRef@Module@@QAEPAUOBJECTHANDLE__@@KPAVBaseDomain@@_N@Z
000126DC 00012756 ?InitializeStringData@Module@@QAEXKPAVEEStringData@@PAVCQuickBytes@@@Z
000127A4 000127ED ?GetUserString@MDInternalRO@@UAGPBGIPAKPAH@Z
000127F9 00012804 ??1?$AllocMemHolder@VTypeHandle@@@@QAE@XZ
00012804 00012819 ??0AllocMemTracker@@QAE@XZ
00012819 00012824 ?SuppressRelease@AllocMemTracker@@QAEXXZ
00012824 0001284B ??1AllocMemTracker@@QAE@XZ
0001284B 000128D5 ?Track_NoThrow@AllocMemTracker@@QAEPAXUTaggedMemAllocPtr@@@Z
000128D5 000128F9 ?Track@AllocMemTracker@@QAEPAXUTaggedMemAllocPtr@@@Z
000128F9 00012938 ?RequiresMethodDescCallingConvention@MethodDesc@@QAEHH@Z
00012938 000129A2 ?GetMoreCommittedPages@UnlockedLoaderHeap@@AAEHI@Z
000129A2 000129DD ?Alloc@StackingAllocator@@QAEPAXI@Z
000129DD 00012A0A ?GetCheckpoint@StackingAllocator@@QAEPAXXZ
00012A0A 00012A22 ?HasLayout@EEClass@@QAEHXZ
00012A22 00012A32 ?IsBlittable@EEClass@@QAEHXZ
00012A32 00012A47 ?GetLayoutInfo@EEClass@@QAEPAVEEClassLayoutInfo@@XZ
00012A8E 00012B36 ?GetOrCreatePrecode@MethodDesc@@QAEPAVPrecode@@XZ
00012B36 00012B5C ??0CStructArray@@QAE@FF@Z
00012B5C 00012B84 ??0?$CDynArray@PAU_HeapList@@@@QAE@F@Z
00012B84 00012BA7 ??0TOKENLIST@@QAE@XZ
00012BA7 00012BD6 ?InitDynamicArrayEnum@HENUMInternal@@SGXPAU1@@Z
00012BD6 00012BF2 ?ClearEnum@HENUMInternal@@SGXPAU1@@Z
00012BF2 00012C12 ?Clear@CStructArray@@QAEXXZ
00012C12 00012C5F ?CommonEnumCustomAttributeByName@CMiniMd@@MAEJIPBD_NPAUHENUMInternal@@@Z
00012C5F 00012C7D ?GetCustomAttributeByName@MDInternalRO@@UAGJIPBDPAPBXPAK@Z
00012C7D 00012CDC ?CommonGetCustomAttributeByName@CMiniMd@@MAEJIPBDPAPBXPAK@Z
00012CDC 00012CFE ?DispatchCallBody@@YG_KPAKK0_KPAX1IPAE@Z
00012CFE 00012D56 ?DispatchCallDebuggerWrapper@@YG_KPAKK0_KPAX1IPAEPAVContextTransitionFrame@@@Z
00012D74 00012DAD ?DispatchCallNoEH@@YG_KPAKK0_KPAX1IPAE@Z
00012DAD 00012DF1 ??0DomainLocalBlockLockHolder@BaseDomain@@QAE@PAV1@H@Z
00012DF1 00012E4D ?SetClassFlags@DomainLocalModule@@AAEXPAVMethodTable@@K@Z
00012EA7 00012EB3 ?EnsureActive@MethodTable@@QAEXXZ
00012EB3 00012EC9 ?SetClassInited@MethodTable@@QAEXXZ
00012EC9 00012EDF ?GetClassConstructorSlot@MethodTable@@QAEGXZ
00012EEC 00012F09 ??0ContextTransitionFrame@@QAE@XZ
00012F09 00012F1F ??0?$FrameWithCookie@VContextTransitionFrame@@@@QAE@XZ
00012F1F 00012F71 ?GetAppDomainAtId@SystemDomain@@CGPAVAppDomain@@UADID@@@Z
0001489B 000148AF ?EnsureComStarted@@YGXH@Z
00014B75 00014BD5 ?InitPlatformVariables@ThreadpoolMgr@@CGXXZ
00016BA8 00016C1C ?GetFieldWorker@StdMngIReflect@@SGPAXPA_K@Z
00016C25 00016C99 ?GetProperty_2Worker@StdMngIReflect@@SGPAXPA_K@Z
00016CA8 00016D1C ?GetMemberWorker@StdMngIReflect@@SGPAXPA_K@Z
00016D26 00016D9A ?GetMembersWorker@StdMngIReflect@@SGPAXPA_K@Z
00016DA7 00016E1B ?get_UnderlyingSystemTypeWorker@StdMngIReflect@@SGPAXPA_K@Z
00016E35 00016EA0 ?AddPropertyWorker@StdMngIExpando@@SGPAXPA_K@Z
00016EAC 00016F17 ?AddMethodWorker@StdMngIExpando@@SGPAXPA_K@Z
00016F22 00016F8D ?MoveNextWorker@StdMngIEnumerator@@SGPAXPA_K@Z
00016F99 00017004 ?ResetWorker@StdMngIEnumerator@@SGPAXPA_K@Z
0001700A 00017075 ?get_CurrentWorker@StdMngIEnumerator@@SGPAXPA_K@Z
0001708C 0001712F ?GetFCallImpl@ECall@@SGKPAVMethodDesc@@@Z
0001712F 00017186 ?InitWorker@CrstBase@@IAEXW4__MIDL___MIDL_itf_clrinternal_0000_0001@@@Z
00017186 000171B2 ??0Crst@@QAE@W4CrstType@@W4__MIDL___MIDL_itf_clrinternal_0000_0001@@W4AcquireImmediatelyFlag@0@@Z
000171B2 00017201 ?Destroy@CrstBase@@QAEXXZ
00017208 0001722D ?HasClassConstructor@MethodTable@@QAEHXZ
0001722D 00017252 ??1?$BaseWrapper@PAXV?$FunctionBase@PAX$1??$DoNothing@PAX@@YGXPAX@Z$1??$Delete@X@@YGX0@Z$01@@$0A@$1??$CompareDefault@PAX@@YGHPAX0@Z$01@@QAE@XZ
00017252 00017270 ??1?$Wrapper@PAVMTMapEntry@CrossDomainTypeMap@@$1??$DoNothing@PAVMTMapEntry@CrossDomainTypeMap@@@@YGXPAV12@@Z$1??$Delete@VMTMapEntry@CrossDomainTypeMap@@@@YGX0@Z$0A@$1??$CompareDefault@PAVMTMapEntry@CrossDomainTypeMap@@@@YGH00@Z$01@@QAE@XZ
00017270 0001728E ??1?$NewHolder@UCRYPT_PROV_CTX@@V?$Wrapper@PAUCRYPT_PROV_CTX@@$1??$DoNothing@PAUCRYPT_PROV_CTX@@@@YGXPAU1@@Z$1??$Delete@UCRYPT_PROV_CTX@@@@YGX0@Z$0A@$1??$CompareDefault@PAUCRYPT_PROV_CTX@@@@YGH00@Z$01@@@@QAE@XZ
0001728E 000172B8 ?GetNumBoxedStatics@MethodTable@@QAEGXZ
000172B8 000172F1 ?PopulateClass@DomainLocalModule@@QAEXPAVMethodTable@@@Z
000172F1 00017361 ?TryBeginEnterLock@DeadlockAwareLock@@QAEHPAVThread@@@Z
00017361 0001737B ?EndEnterLock@DeadlockAwareLock@@QAEXPAVThread@@@Z
0001737B 0001738C ?ReleaseBlockingLock@DeadlockAwareLock@@CGXXZ
0001738C 00017397 ??0DeadlockAwareLock@@QAE@PBD@Z
00017397 00017408 ??0ListLockEntry@@QAE@PAVListLock@@PAXPBD@Z
00017408 0001740F ?LeaveLock@DeadlockAwareLock@@QAEXXZ
0001740F 00017423 ?Leave@ListLockEntry@@QAEXXZ
00017423 00017455 ??0LockHolder@ListLockEntry@@QAE@PAV1@H@Z
00017455 00017489 ?DeadlockAwareAcquire@LockHolder@ListLockEntry@@QAEHXZ
00017489 0001749B ?Find@ListLock@@QAEPAVListLockEntry@@PAX@Z
0001749B 000174FB ?Find@ListLockEntry@@SGPAV1@PAVListLock@@PAXPBD@Z
000174FB 0001753D ?FinishDeadlockAwareEnter@ListLockEntry@@QAEXXZ
0001753D 0001759C ?Release@ListLockEntry@@QAEXXZ
0001759C 000175C3 ?Unlink@ListLock@@QAEXPAVListLockEntry@@@Z
000175C3 000175F9 ??1DeadlockAwareLock@@QAE@XZ
000175F9 0001762E ??1ListLockEntry@@UAE@XZ
0001762E 0001764D ??_GListLockEntry@@UAEPAXI@Z
0001764D 00017660 ??$DoTheRelease@VListLockEntry@@@@YGXPAVListLockEntry@@@Z
00017660 0001768C ??1?$BaseWrapper@PAVListLockEntry@@V?$FunctionBase@PAVListLockEntry@@$1??$DoNothing@PAVListLockEntry@@@@YGXPAV1@@Z$1??$DoTheRelease@VListLockEntry@@@@YGX0@Z$01@@$0A@$1??$CompareDefault@PAVListLockEntry@@@@YGHPAV1@0@Z$01@@QAE@XZ
0001768C 000176AA ??1?$Wrapper@PAVListLockEntry@@$1??$DoNothing@PAVListLockEntry@@@@YGXPAV1@@Z$1??$DoTheRelease@VListLockEntry@@@@YGX0@Z$0A@$1??$CompareDefault@PAVListLockEntry@@@@YGH00@Z$01@@QAE@XZ
000176AA 000176C8 ??1?$ReleaseHolder@VListLockEntry@@V?$Wrapper@PAVListLockEntry@@$1??$DoNothing@PAVListLockEntry@@@@YGXPAV1@@Z$1??$DoTheRelease@VListLockEntry@@@@YGX0@Z$0A@$1??$CompareDefault@PAVListLockEntry@@@@YGH00@Z$01@@@@QAE@XZ
000176C8 000176F4 ??1?$BaseWrapper@PAVListLockEntry@@V?$FunctionBase@PAVListLockEntry@@$1?LockHolderEnter@1@SGXPAV1@@Z$1?LockHolderLeave@1@SGX0@Z$01@@$0A@$1??$CompareDefault@PAVListLockEntry@@@@YGHPAV1@0@Z$01@@QAE@XZ
000176F4 00017712 ??1?$Wrapper@PAVListLockEntry@@$1?LockHolderEnter@1@SGXPAV1@@Z$1?LockHolderLeave@1@SGX0@Z$0A@$1??$CompareDefault@PAVListLockEntry@@@@YGH00@Z$01@@QAE@XZ
00017712 00017730 ??1LockHolder@ListLockEntry@@QAE@XZ
00017730 0001777D ?Init@EncodedMapIterator@DispatchMap@@IAEXPAE@Z
0001777D 000177BE ??0EncodedMapIterator@DispatchMap@@QAE@PAVMethodTable@@I@Z
000177BE 000177F4 ?Init@DispatchMapEntry@@AAEXVDispatchMapTypeID@@IIIH@Z
000177F4 00017810 ?InitVirtualMapping@DispatchMapEntry@@QAEXVDispatchMapTypeID@@II@Z
00017810 000178CE ?Next@EncodedMapIterator@DispatchMap@@QAEHXZ
000178CE 00017918 ?Bits@Nibbles@Decoder@@QAEII@Z
000179CC 00017A17 ?Next@Decoder@@QAEIXZ
00017D5C 00017D85 ?Read@Nibbles@Decoder@@QAEEXZ
00017D85 00017DA8 ?Init@Decoder@@QAEXPAE@Z
00017DBE 00017E15 ?Find@Prober@@QAEIXZ
00017E15 00017E6D ?FormHash@Prober@@AAEXXZ
00017E6D 00017E92 ?InitProber@Prober@@AAEXIIPAI@Z
00017E92 00017EAB ?SetUpProber@FastTable@@AAEHIIPAVProber@@@Z
00017EAB 00017EE2 ?ComputeBucketIndex@BucketTable@@AAEIII@Z
00017EE2 00017F21 ?SetUpProber@BucketTable@@QAEHIIPAVProber@@@Z
