0000A066 0000A092 _CcCopyReadExceptionFilter@8
00020DC0 00020E5F _KdpReport@24
00020E64 00020E7C _KeQueryInterruptTime@0
00020E82 00020EC5 _KeQuerySystemTime@4
00020ECA 00020F0D _KeQueryTickCount@4
00020F12 00020F18 _KeQueryTimeIncrement@0
00020F1E 00020F2E _KeEnableInterrupts@4
00020F34 00020F45 _KeSetDmaIoCoherency@4
00020F4A 00020F76 _RtlEnlargedUnsignedDivide@16
00020F7C 00020FB4 _KeSetTimeIncrement@8
00020FBA 00020FCF _KeIsAttachedProcess@0
00020FD4 00020FE8 _KeAreApcsDisabled@0
00020FEE 00020FF4 _KeGetRecommendedSharedDataAlignment@0
00020FFA 0002101C _KeGetPrcb@4
00021022 0002102F _KeEnterCriticalRegion@0
00021034 00021056 _KeLeaveCriticalRegion@0
0002105C 000210A6 _KiAdjustInterruptTime@8
000210AC 00021253 _KeSetSystemTime@16
00021258 000212AF _KiSetIoMap@16
000212B4 00021316 _Ke386QueryIoAccessMap@8
0002131C 0002134A _KiLoadIopmOffset@16
00021350 000213C1 _Ke386SetIOPL@4
000213C6 00021470 _Ke386SetIoAccessMap@8
00021476 00021502 _Ke386IoSetAccessProcess@8
00021508 0002152D _KeAcquireInterruptSpinLock@4
00021532 0002154F _KeReleaseInterruptSpinLock@8
00021554 0002156A _KeSetDisableQuantumProcess@8
00021570 000215C9 _KiMoveApcState@8
000215CE 000215F7 _KiSetSwapEvent@0
000215FC 000216CE _KeDetachProcess@0
000216D4 000217ED _KeUnstackDetachProcess@4
000217F4 00021849 _KeSetProcess@12
0002184E 000218B9 _KeSetAffinityProcess@8
000218BE 000219F2 _KeSetPriorityProcess@8
000219F8 00021B1C _KiAttachProcess@16
00021B22 00021B88 _KeAttachProcess@4
00021B8E 00021C1B _KeForceAttachProcess@4
00021C22 00021CAC _KeStackAttachProcess@8
00021CB2 00021D98 _KeGetBugMessageText@8
00021D9E 00021DD7 _KeBugCheckUnicodeToAnsi@12
00021DE0 00021E6F _KiBugCheckDebugBreak@4
00021E74 00021EF6 _KiPcToFileHeader@16
00021F38 0002203E _KiDumpParameterImages@16
00022044 00022082 _KeEnterKernelDebugger@0
00022088 000220D9 _KeDeregisterBugCheckCallback@4
000220DE 00022165 _KeRegisterBugCheckCallback@20
0002216A 0002220C _KiScanBugCheckCallbackList@0
00022212 00022263 _KeDeregisterBugCheckReasonCallback@4
00022268 000222E1 _KeRegisterBugCheckReasonCallback@16
000222E6 000223B7 _KiInvokeBugCheckEntryCallbacks@0
00022470 00022EF4 _KeBugCheck2@24
00022EFA 00022F0E _KeBugCheck@4
00022F18 00022F33 _KeBugCheckEx@20
00022F3C 00022F4B _KeReadStateThread@4
00022F50 00022FEF _KeCheckForTimer@8
00022FF6 00023027 _KeInitializeTimerEx@8
0002302C 00023063 _KeCancelTimer@4
00023068 00023127 _KeSetTimerEx@20
0002312C 0002313F _KeInitializeTimer@4
00023144 00023160 _KeSetTimer@16
00023166 00023176 _KeClearTimer@4
0002317C 000231A2 _KeResetEvent@4
000231A8 000231CC _KeInitializeEvent@12
000231D2 0002322F _KePulseEvent@12
00023234 000232B3 _KeSetEvent@12
000232B8 0002336F _KeSetEventBoostPriority@8
00023374 00023411 _KeInitializeInterrupt@44
00023416 0002351B _KiGetVectorInfo@8
00023520 000235C2 _KiConnectVectorAndInterruptObject@8
000235C8 0002366F _KeDisconnectInterrupt@4
00023674 00023783 _KeConnectInterrupt@4
00023788 000237E6 @KiComputeWaitInterval@12
000237EC 00023865 _KiAdjustQuantumThread@4
0002386A 00023AFE _KeDelayExecutionThread@12
00023B04 00023EA0 _KeWaitForMultipleObjects@32
00023EA6 000241AD _KeWaitForSingleObject@20
000241B2 000241D8 _KiSetServerWaitClientEvent@12
000241DE 000241F4 _KiFlushTargetEntireTb@16
000241FA 0002423C _KiFlushTargetMultipleTb@16
00024242 0002425E _KiFlushTargetSingleTb@16
00024264 00024283 _KiFlushTargetSingleTbSynchronous@16
00024288 000242AF _KiSetTbFlushTimeStampBusy@0
000242B4 00024365 _KeFlushEntireTb@8
0002436A 0002447C _KeFlushMultipleTb@28
00024482 0002456D _KeFlushSingleTb@24
00024572 000246C2 _KiFlushSingleTbSynchronous@24
000246C8 000246F1 _KeInitializeDpc@12
000246F6 00024708 _KeSetImportanceDpc@8
0002470E 00024722 _KeSetTargetProcessorDpc@8
00024728 0002473B _KeSignalCallDpcDone@4
00024740 0002479A _KeSignalCallDpcSynchronize@4
000247A0 000248DE _KeInsertQueueDpc@12
000248E4 0002492A _KeRemoveQueueDpc@4
00024930 000249EA _KeGenericCallDpc@8
000249F0 00024A40 _KiInitializeAbiosGdtEntry@16
00024A46 00024A76 _KiI386SelectorBase@4
00024A7C 00024BEA _KeI386GetLid@20
00024BF0 00024C66 _KeI386ReleaseLid@8
00024C6C 00024CFB _KeI386AbiosCall@16
00024D00 00024D6C _KeI386AllocateGdtSelectors@8
00024D72 00024DD3 _KeI386ReleaseGdtSelectors@8
00024DD8 00024E87 _KeI386FlatToGdtSelector@12
00024E8C 00024EDA _Ki386InitializeGdtFreeList@4
00024EE0 00024FBC _KiInitializeAbios@4
00024FC8 00024FCF _KiAbiosGetGdt@0
00024FD0 00025086 _KiI386CallAbios@16
000250D8 000251C9 _KeI386Call16BitFunction@4
0002527C 0002532F _KeI386Call16BitCStyleFunction@16
0002538E 000253EB _KeInitializeApc@32
000253F0 00025474 _KeFlushQueueApc@8
0002547A 000254F0 _KeInsertQueueApc@16
000254F6 00025587 _KeRemoveQueueApc@4
0002558C 000255BA _KeInitializeDeviceQueue@4
000255C0 0002560C _KeInsertDeviceQueue@8
00025612 00025677 _KeInsertByKeyDeviceQueue@12
0002567C 000256C0 _KeRemoveDeviceQueue@4
000256C6 0002572C _KeRemoveByKeyDeviceQueue@8
00025732 0002579D _KeRemoveByKeyDeviceQueueIfBusy@8
000257A2 000257E3 _KeRemoveEntryDeviceQueue@8
000257E8 00025852 _KeInitializeMutant@8
00025858 00025886 _KeInitializeMutex@8
0002588C 00025953 _KeReleaseMutant@16
00025958 00025970 _KeReleaseMutex@8
00025976 000259C9 _KeRundownQueue@4
000259CE 00025A0C @KiActivateWaiterQueue@4
00025A12 00025A56 _KeInitializeQueue@8
00025A5C 00025D95 _KeRemoveQueue@12
00025D9A 00025E4D @KiInsertQueue@12
00025E52 00025E81 _KeInsertQueue@8
00025E86 00025EB5 _KeInsertHeadQueue@8
00025EBA 00025EC9 _KeReadStateSemaphore@4
00025ECE 00025EF5 _KeInitializeSemaphore@12
00025EFA 00025F75 _KeReleaseSemaphore@16
00025F7A 00025FCA _KeBoostPriorityThread@8
00025FD0 00025FFA _KeDisableApcQueuingThread@4
00026000 00026054 _KeForceResumeThread@4
0002605A 00026099 _KeQueryBasePriorityThread@4
0002609E 000260AE _KeQueryPriorityThread@4
000260B4 000260D1 _KeQueryRuntimeThread@8
000260D6 000260FA _KeReadyThread@4
00026100 00026155 _KeResumeThread@4
0002615A 000261B8 _KeRevertToUserAffinityThread@0
000261BE 00026236 _KeRundownThread@0
0002623C 00026269 _KeSetAffinityThread@8
0002626E 000262D0 _KeSetSystemAffinityThread@4
000262D6 000263B8 _KeSetBasePriorityThread@8
000263BE 000263EB _KeSetDisableBoostThread@8
000263F0 00026470 _KeSetIdealProcessorThread@8
00026476 00026492 _KeSetKernelStackSwapEnable@4
00026498 000264E2 _KeSetPriorityThread@8
000264E8 0002659A _KeSuspendThread@4
000265A0 00026619 _KeTestAlertThread@4
0002661E 000266BB _KeThawAllThreads@0
000266C0 00026796 _KeStartThread@4
0002679C 00026824 _KeAlertThread@8
0002682A 000268D5 _KeAlertResumeThread@4
000268DA 000269BA _KeFreezeAllThreads@0
000269C0 00026AB8 _KeTerminateThread@4
00026ABE 00026AEC _KiEspFromTrapFrame@4
00026AF2 00026B6F _KiEspToTrapFrame@8
00026B74 00026B9C _KiSegSsFromTrapFrame@4
00026BA2 00026BC8 _KiSegSsToTrapFrame@8
00026BCE 00026BE9 _KiCopyInformation@8
00026BEE 00026C78 _KeRaiseUserException@4
00026C7E 00026CCA _KiCheckForAtlThunk@8
00026CD0 00026FAC _KeContextFromKframes@12
00026FB2 00027461 _KeContextToKframes@20
00027466 00027817 _KiDispatchException@20
0002781E 00027835 _KiDisableFastSyscallReturn@0
0002783A 0002787D _KiEnableFastSyscallReturn@0
00027882 0002789E @KiUpdateDr7@8
000278A4 000278BB _KeSaveStateForHibernate
000278C0 000279D6 _KiSetCacheInformationAmd@4
000279DC 00027BDF _KiSetCacheInformationIntel@4
00027BE4 00027DE5 _KeSaveFloatingPointState@4
00027DEA 00027F4F _KeRestoreFloatingPointState@4
00027F54 00027F9D _KiLoadFastSyscallMachineSpecificRegisters@4
00027FA2 00027FEB _KiRestoreFastSyscallReturnState@0
00027FF0 00027FFF _KeRestoreProcessorSpecificFeatures@0
00028004 00028060 @KiAcquireQueuedSpinLockCheckForFreeze@8
00028066 000280B5 @KiRecordDr7@8
000280BA 00028131 @KiProcessDebugRegister@8
00028136 00028327 _KiGetCurrentLogicalProcessorInformation@4
0002832C 000285AD _KiBuildLogicalProcessorInformation@4
000285B2 0002878A _KiGetCoresPerPhysicalProcessor@12
00028790 000289A2 _KiDeliverApc@12
000289A8 00028AFB @KiInsertQueueApc@8
00028B00 00028BDE _KiIpiServiceRoutine@8
00028BE0 00028C0A @KiIpiSend@8
00028C0C 00028C96 _KiIpiSendPacket@20
00028C98 00028CC3 @KiIpiSignalPacketDone@4
00028CC4 00028D25 @KiIpiSignalPacketDoneAndStall@8
00028D2C 00028D40 _ZwAcceptConnectPort@24
00028D40 00028D54 _ZwAccessCheck@32
00028D54 00028D68 _ZwAccessCheckAndAuditAlarm@44
00028D68 00028D7C _ZwAccessCheckByType@44
00028D7C 00028D90 _ZwAccessCheckByTypeAndAuditAlarm@64
00028D90 00028DA4 _ZwAccessCheckByTypeResultList@44
00028DA4 00028DB8 _ZwAccessCheckByTypeResultListAndAuditAlarm@64
00028DB8 00028DCC _ZwAccessCheckByTypeResultListAndAuditAlarmByHandle@68
00028DCC 00028DE0 _ZwAddAtom@12
00028DE0 00028DF4 _ZwAddBootEntry@8
00028DF4 00028E08 _ZwAdjustGroupsToken@24
00028E08 00028E1C _ZwAdjustPrivilegesToken@24
00028E1C 00028E30 _ZwAlertResumeThread@8
00028E30 00028E44 _ZwAlertThread@4
00028E44 00028E58 _ZwAllocateLocallyUniqueId@4
00028E58 00028E6C _ZwAllocateUserPhysicalPages@12
00028E6C 00028E80 _ZwAllocateUuids@16
00028E80 00028E94 _ZwAllocateVirtualMemory@24
00028E94 00028EA8 _ZwAreMappedFilesTheSame@8
00028EA8 00028EBC _ZwAssignProcessToJobObject@8
00028EBC 00028ED0 _ZwCallbackReturn@12
00028ED0 00028EE4 _ZwCancelDeviceWakeupRequest@4
00028EE4 00028EF8 _ZwCancelIoFile@8
00028EF8 00028F0C _ZwCancelTimer@8
00028F0C 00028F20 _ZwClearEvent@4
00028F20 00028F34 _ZwClose@4
00028F34 00028F48 _ZwCloseObjectAuditAlarm@12
00028F48 00028F5C _ZwCompactKeys@8
00028F5C 00028F70 _ZwCompareTokens@12
00028F70 00028F84 _ZwCompleteConnectPort@4
00028F84 00028F98 _ZwCompressKey@4
00028F98 00028FAC _ZwConnectPort@32
00028FAC 00028FC0 _ZwContinue@8
00028FC0 00028FD4 _ZwCreateDebugObject@16
00028FD4 00028FE8 _ZwCreateDirectoryObject@12
00028FE8 00028FFC _ZwCreateEvent@20
00028FFC 00029010 _ZwCreateEventPair@12
00029010 00029024 _ZwCreateFile@44
00029024 00029038 _ZwCreateIoCompletion@16
00029038 0002904C _ZwCreateJobObject@12
0002904C 00029060 _ZwCreateJobSet@12
00029060 00029074 _ZwCreateKey@28
00029074 00029088 _ZwCreateMailslotFile@32
00029088 0002909C _ZwCreateMutant@16
0002909C 000290B0 _ZwCreateNamedPipeFile@56
000290B0 000290C4 _ZwCreatePagingFile@16
000290C4 000290D8 _ZwCreatePort@20
000290D8 000290EC _ZwCreateProcess@32
000290EC 00029100 _ZwCreateProcessEx@36
00029100 00029114 _ZwCreateProfile@36
00029114 00029128 _ZwCreateSection@28
00029128 0002913C _ZwCreateSemaphore@20
0002913C 00029150 _ZwCreateSymbolicLinkObject@16
00029150 00029164 _ZwCreateThread@32
00029164 00029178 _ZwCreateTimer@16
00029178 0002918C _ZwCreateToken@52
0002918C 000291A0 _ZwCreateWaitablePort@20
000291A0 000291B4 _ZwDebugActiveProcess@8
000291B4 000291C8 _ZwDebugContinue@12
000291C8 000291DC _ZwDelayExecution@8
000291DC 000291F0 _ZwDeleteAtom@4
000291F0 00029204 _ZwDeleteBootEntry@4
00029204 00029218 _ZwDeleteFile@4
00029218 0002922C _ZwDeleteKey@4
0002922C 00029240 _ZwDeleteObjectAuditAlarm@12
00029240 00029254 _ZwDeleteValueKey@8
00029254 00029268 _ZwDeviceIoControlFile@40
00029268 0002927C _ZwDisplayString@4
0002927C 00029290 _ZwDuplicateObject@28
00029290 000292A4 _ZwDuplicateToken@24
000292A4 000292B8 _ZwEnumerateBootEntries@8
000292B8 000292CC _ZwEnumerateKey@24
000292CC 000292E0 _ZwEnumerateSystemEnvironmentValuesEx@12
000292E0 000292F4 _ZwEnumerateValueKey@24
000292F4 00029308 _ZwExtendSection@8
00029308 0002931C _ZwFilterToken@24
0002931C 00029330 _ZwFindAtom@12
00029330 00029344 _ZwFlushBuffersFile@8
00029344 00029358 _ZwFlushInstructionCache@12
00029358 0002936C _ZwFlushKey@4
0002936C 00029380 _ZwFlushVirtualMemory@16
00029380 00029392 _ZwFlushWriteBuffer@0
00029394 000293A8 _ZwFreeUserPhysicalPages@12
000293A8 000293BC _ZwFreeVirtualMemory@16
000293BC 000293D0 _ZwFsControlFile@40
000293D0 000293E4 _ZwGetContextThread@8
000293E4 000293F8 _ZwGetDevicePowerState@8
000293F8 0002940C _ZwGetPlugPlayEvent@16
0002940C 00029420 _ZwGetWriteWatch@28
00029420 00029434 _ZwImpersonateAnonymousToken@4
00029434 00029448 _ZwImpersonateClientOfPort@8
00029448 0002945C _ZwImpersonateThread@12
0002945C 00029470 _ZwInitializeRegistry@4
00029470 00029484 _ZwInitiatePowerAction@16
00029484 00029498 _ZwIsProcessInJob@8
00029498 000294AA _ZwIsSystemResumeAutomatic@0
000294AC 000294C0 _ZwListenPort@8
000294C0 000294D4 _ZwLoadDriver@4
000294D4 000294E8 _ZwLoadKey@8
000294E8 000294FC _ZwLoadKey2@12
000294FC 00029510 _ZwLockFile@40
00029510 00029524 _ZwLockProductActivationKeys@8
00029524 00029538 _ZwLockRegistryKey@4
00029538 0002954C _ZwLockVirtualMemory@16
0002954C 00029560 _ZwMakePermanentObject@4
00029560 00029574 _ZwMakeTemporaryObject@4
00029574 00029588 _ZwMapUserPhysicalPages@12
00029588 0002959C _ZwMapUserPhysicalPagesScatter@12
0002959C 000295B0 _ZwMapViewOfSection@40
000295B0 000295C4 _ZwModifyBootEntry@4
000295C4 000295D8 _ZwNotifyChangeDirectoryFile@36
000295D8 000295EC _ZwNotifyChangeKey@40
000295EC 00029600 _ZwNotifyChangeMultipleKeys@48
00029600 00029614 _ZwOpenDirectoryObject@12
00029614 00029628 _ZwOpenEvent@12
00029628 0002963C _ZwOpenEventPair@12
0002963C 00029650 _ZwOpenFile@24
00029650 00029664 _ZwOpenIoCompletion@12
00029664 00029678 _ZwOpenJobObject@12
00029678 0002968C _ZwOpenKey@12
0002968C 000296A0 _ZwOpenMutant@12
000296A0 000296B4 _ZwOpenObjectAuditAlarm@48
000296B4 000296C8 _ZwOpenProcess@16
000296C8 000296DC _ZwOpenProcessToken@12
000296DC 000296F0 _ZwOpenProcessTokenEx@16
000296F0 00029704 _ZwOpenSection@12
00029704 00029718 _ZwOpenSemaphore@12
00029718 0002972C _ZwOpenSymbolicLinkObject@12
0002972C 00029740 _ZwOpenThread@16
00029740 00029754 _ZwOpenThreadToken@16
00029754 00029768 _ZwOpenThreadTokenEx@20
00029768 0002977C _ZwOpenTimer@12
0002977C 00029790 _ZwPlugPlayControl@12
00029790 000297A4 _ZwPowerInformation@20
000297A4 000297B8 _ZwPrivilegeCheck@12
000297B8 000297CC _ZwPrivilegeObjectAuditAlarm@24
000297CC 000297E0 _ZwPrivilegedServiceAuditAlarm@20
000297E0 000297F4 _ZwProtectVirtualMemory@20
000297F4 00029808 _ZwPulseEvent@8
00029808 0002981C _ZwQueryAttributesFile@8
0002981C 00029830 _ZwQueryBootEntryOrder@8
00029830 00029844 _ZwQueryBootOptions@8
00029844 00029858 _ZwQueryDebugFilterState@8
00029858 0002986C _ZwQueryDefaultLocale@8
0002986C 00029880 _ZwQueryDefaultUILanguage@4
00029880 00029894 _ZwQueryDirectoryFile@44
00029894 000298A8 _ZwQueryDirectoryObject@28
000298A8 000298BC _ZwQueryEaFile@36
000298BC 000298D0 _ZwQueryEvent@20
000298D0 000298E4 _ZwQueryFullAttributesFile@8
000298E4 000298F8 _ZwQueryInformationAtom@20
000298F8 0002990C _ZwQueryInformationFile@20
0002990C 00029920 _ZwQueryInformationJobObject@20
00029920 00029934 _ZwQueryInformationPort@20
00029934 00029948 _ZwQueryInformationProcess@20
00029948 0002995C _ZwQueryInformationThread@20
0002995C 00029970 _ZwQueryInformationToken@20
00029970 00029984 _ZwQueryInstallUILanguage@4
00029984 00029998 _ZwQueryIntervalProfile@8
00029998 000299AC _ZwQueryIoCompletion@20
000299AC 000299C0 _ZwQueryKey@20
000299C0 000299D4 _ZwQueryMultipleValueKey@24
000299D4 000299E8 _ZwQueryMutant@20
000299E8 000299FC _ZwQueryObject@20
000299FC 00029A10 _ZwQueryOpenSubKeys@8
00029A10 00029A24 _ZwQueryPerformanceCounter@8
00029A24 00029A38 _ZwQueryQuotaInformationFile@36
00029A38 00029A4C _ZwQuerySection@20
00029A4C 00029A60 _ZwQuerySecurityObject@20
00029A60 00029A74 _ZwQuerySemaphore@20
00029A74 00029A88 _ZwQuerySymbolicLinkObject@12
00029A88 00029A9C _ZwQuerySystemEnvironmentValue@16
00029A9C 00029AB0 _ZwQuerySystemEnvironmentValueEx@20
00029AB0 00029AC4 _ZwQuerySystemInformation@16
00029AC4 00029AD8 _ZwQuerySystemTime@4
00029AD8 00029AEC _ZwQueryTimer@20
00029AEC 00029B00 _ZwQueryTimerResolution@12
00029B00 00029B14 _ZwQueryValueKey@24
00029B14 00029B28 _ZwQueryVirtualMemory@24
00029B28 00029B3C _ZwQueryVolumeInformationFile@20
00029B3C 00029B50 _ZwQueueApcThread@20
00029B50 00029B64 _ZwRaiseException@12
00029B64 00029B78 _ZwRaiseHardError@24
00029B78 00029B8C _ZwReadFile@36
00029B8C 00029BA0 _ZwReadFileScatter@36
00029BA0 00029BB4 _ZwReadRequestData@24
00029BB4 00029BC8 _ZwReadVirtualMemory@20
00029BC8 00029BDC _ZwRegisterThreadTerminatePort@4
00029BDC 00029BF0 _ZwReleaseMutant@8
00029BF0 00029C04 _ZwReleaseSemaphore@12
00029C04 00029C18 _ZwRemoveIoCompletion@20
00029C18 00029C2C _ZwRemoveProcessDebug@8
00029C2C 00029C40 _ZwRenameKey@8
00029C40 00029C54 _ZwReplaceKey@12
00029C54 00029C68 _ZwReplyPort@8
00029C68 00029C7C _ZwReplyWaitReceivePort@16
00029C7C 00029C90 _ZwReplyWaitReceivePortEx@20
00029C90 00029CA4 _ZwReplyWaitReplyPort@8
00029CA4 00029CB8 _ZwRequestDeviceWakeup@4
00029CB8 00029CCC _ZwRequestPort@8
00029CCC 00029CE0 _ZwRequestWaitReplyPort@12
00029CE0 00029CF4 _ZwRequestWakeupLatency@4
00029CF4 00029D08 _ZwResetEvent@8
00029D08 00029D1C _ZwResetWriteWatch@12
00029D1C 00029D30 _ZwRestoreKey@12
00029D30 00029D44 _ZwResumeProcess@4
00029D44 00029D58 _ZwResumeThread@8
00029D58 00029D6C _ZwSaveKey@8
00029D6C 00029D80 _ZwSaveKeyEx@12
00029D80 00029D94 _ZwSaveMergedKeys@12
00029D94 00029DA8 _ZwSecureConnectPort@36
00029DA8 00029DBC _ZwSetBootEntryOrder@8
00029DBC 00029DD0 _ZwSetBootOptions@8
00029DD0 00029DE4 _ZwSetContextThread@8
00029DE4 00029DF8 _ZwSetDebugFilterState@12
00029DF8 00029E0C _ZwSetDefaultHardErrorPort@4
00029E0C 00029E20 _ZwSetDefaultLocale@8
00029E20 00029E34 _ZwSetDefaultUILanguage@4
00029E34 00029E48 _ZwSetEaFile@16
00029E48 00029E5C _ZwSetEvent@8
00029E5C 00029E70 _ZwSetEventBoostPriority@4
00029E70 00029E84 _ZwSetHighEventPair@4
00029E84 00029E98 _ZwSetHighWaitLowEventPair@4
00029E98 00029EAC _ZwSetInformationDebugObject@20
00029EAC 00029EC0 _ZwSetInformationFile@20
00029EC0 00029ED4 _ZwSetInformationJobObject@16
00029ED4 00029EE8 _ZwSetInformationKey@16
00029EE8 00029EFC _ZwSetInformationObject@16
00029EFC 00029F10 _ZwSetInformationProcess@16
00029F10 00029F24 _ZwSetInformationThread@16
00029F24 00029F38 _ZwSetInformationToken@16
00029F38 00029F4C _ZwSetIntervalProfile@8
00029F4C 00029F60 _ZwSetIoCompletion@20
00029F60 00029F74 _ZwSetLdtEntries@24
00029F74 00029F88 _ZwSetLowEventPair@4
00029F88 00029F9C _ZwSetLowWaitHighEventPair@4
00029F9C 00029FB0 _ZwSetQuotaInformationFile@16
00029FB0 00029FC4 _ZwSetSecurityObject@12
00029FC4 00029FD8 _ZwSetSystemEnvironmentValue@8
00029FD8 00029FEC _ZwSetSystemEnvironmentValueEx@20
00029FEC 0002A000 _ZwSetSystemInformation@12
0002A000 0002A014 _ZwSetSystemPowerState@12
0002A014 0002A028 _ZwSetSystemTime@8
0002A028 0002A03C _ZwSetThreadExecutionState@8
0002A03C 0002A050 _ZwSetTimer@28
0002A050 0002A064 _ZwSetTimerResolution@12
0002A064 0002A078 _ZwSetUuidSeed@4
0002A078 0002A08C _ZwSetValueKey@24
0002A08C 0002A0A0 _ZwSetVolumeInformationFile@20
0002A0A0 0002A0B4 _ZwShutdownSystem@4
0002A0B4 0002A0C8 _ZwSignalAndWaitForSingleObject@16
0002A0C8 0002A0DC _ZwStartProfile@4
0002A0DC 0002A0F0 _ZwStopProfile@4
0002A0F0 0002A104 _ZwSuspendProcess@4
0002A104 0002A118 _ZwSuspendThread@8
0002A118 0002A12C _ZwSystemDebugControl@24
0002A12C 0002A140 _ZwTerminateJobObject@8
0002A140 0002A154 _ZwTerminateProcess@8
0002A154 0002A168 _ZwTerminateThread@8
0002A168 0002A17A _ZwTestAlert@0
0002A17C 0002A190 _ZwTraceEvent@16
0002A190 0002A1A4 _ZwTranslateFilePath@16
0002A1A4 0002A1B8 _ZwUnloadDriver@4
0002A1B8 0002A1CC _ZwUnloadKey@4
0002A1CC 0002A1E0 _ZwUnloadKeyEx@8
0002A1E0 0002A1F4 _ZwUnlockFile@20
0002A1F4 0002A208 _ZwUnlockVirtualMemory@16
0002A208 0002A21C _ZwUnmapViewOfSection@8
0002A21C 0002A230 _ZwVdmControl@8
0002A230 0002A244 _ZwWaitForDebugEvent@16
0002A244 0002A258 _ZwWaitForMultipleObjects@20
0002A258 0002A26C _ZwWaitForSingleObject@12
0002A26C 0002A280 _ZwWaitHighEventPair@4
0002A280 0002A294 _ZwWaitLowEventPair@4
0002A294 0002A2A8 _ZwWriteFile@36
0002A2A8 0002A2BC _ZwWriteFileGather@36
0002A2BC 0002A2D0 _ZwWriteRequestData@24
0002A2D0 0002A2E4 _ZwWriteVirtualMemory@20
0002A2E4 0002A2F6 _ZwYieldExecution@0
0002A2F8 0002A30C _ZwCreateKeyedEvent@16
0002A30C 0002A320 _ZwOpenKeyedEvent@12
0002A320 0002A334 _ZwReleaseKeyedEvent@16
0002A334 0002A348 _ZwWaitForKeyedEvent@16
0002A348 0002A35A _ZwQueryPortInformationProcess@0
0002A360 0002A382 _KiInitializeTSS@4
0002A388 0002A38D _KeOptimizeProcessorControlState@0
0002A392 0002A53A _KeVdmInsertQueueApc@32
0002A540 0002A67F _Ki386GetSelectorParameters@16
0002A684 0002A6E2 _KiProcessorStart@0
0002A6E8 0002A7F0 _KiCallUserMode@8
0002A7F0 0002A87B _KeSwitchKernelStack@8
0002A87C 0002A88C _KiGetUserModeStackAddress@0
0002A88C 0002A976 _NtCallbackReturn@12
0002A97C 0002AAD6 _KeFreezeExecution@8
0002AADC 0002ABD0 _KiFreezeTargetExecution@8
0002ABD6 0002AC3A _KeSwitchFrozenProcessor@4
0002AC40 0002AD13 _KeThawExecution@4
0002AD18 0002AD3C _KiPollFreezeExecution@0
0002AD44 0002AD45 _KiPassiveRelease@0
0002AD48 0002AD54 _KeDisableInterrupts@0
0002AD5C 0002AD85 _CPUIDEx@24
0002AD88 0002AD8B _RDTSC@0
0002AD8C 0002AD8F @RDMSR@4
0002AD90 0002ADA1 _WRMSR@12
0002ADA4 0002ADA7 _KeYieldProcessor@0
0002ADAC 0002ADD4 _KiSaveProcessorState@8
0002ADD4 0002AE68 _KiSaveProcessorControlState@4
0002AE68 0002AE96 _KiRestoreProcessorState@8
0002AE98 0002AF38 _KiRestoreProcessorControlState@4
0002AF3E 0002AF55 _KiIpiGenericCallTarget@16
0002AF5A 0002AF8A _KiIpiStallOnPacketTargets@4
0002AF90 0002AFFD _KiIpiGenericCall@8
0002B002 0002B0AF _KiQuantumEnd@0
0002B0B4 0002B264 @KiTimerListExpire@8
0002B26A 0002B322 _KiTimerExpiration@16
0002B328 0002B3C8 @KiInsertTimerTable@20
0002B3CE 0002B450 @KiInsertTreeTimer@12
0002B456 0002B4B7 @KiReinsertTreeTimer@12
0002B4BC 0002B5BF _Ki386SetupAndExitToV86Code@4
0002B5BF 0002B61A Ki386BiosCallReturnAddress
0002B620 0002B6A3 _KiContinuePreviousModeUser@16
0002B6A8 0002B744 _KiContinue@12
0002B74A 0002B8F1 _KiRaiseException@20
0002B8F6 0002B92A _KiNextIStreamByte@8
0002B930 0002B973 _KipWorkAroundCompiler@8
0002B978 0002BCAB _Ki386CheckDelayedNpxTrap@8
0002BCB0 0002BD07 @KiUnlinkThread@8
0002BD0C 0002BDE0 @KiUnwaitThread@16
0002BDE6 0002BE65 @KiWaitSatisfyAll@4
0002BE6A 0002BF45 @KiWaitTest@8
0002BF4A 0002BF4D _KiSuspendNop@20
0002BF52 0002BF55 _KiSuspendRundown@4
0002BF5A 0002BF75 _KiSuspendThread@12
0002BF7A 0002BFB7 _KeFindNextRightSetAffinity@8
0002BFBC 0002C10E @KiFindReadyThread@8
0002C114 0002C459 @KiReadyThread@4
0002C45E 0002C4D1 @KiSelectNextThread@4
0002C4D6 0002C648 @KiSetAffinityThread@8
0002C64E 0002C7A6 @KiSetPriorityThread@8
0002C7AC 0002C85D @KiSwapThread@0
0002C862 0002CA97 _KiInitializeContextThread@20
0002CA9C 0002CAC4 _KeSetAutoAlignmentProcess@8
0002CACA 0002CAF6 _KeSetAutoAlignmentThread@8
0002CAFC 0002CC3E _KiEmulateAtlThunk@20
0002CC44 0002CCAA _KiEm87StateToNpxFrame@4
0002CDE8 0002CE4C _KiNpxFrameToEm87State@4
0002D06A 0002D079 _KeRestorePAT@0
0002D07E 0002D0F7 _KeRestoreMtrr@0
0002D0FC 0002D2BA _KeSetPhysicalCacheTypeRange@16
0002D2C0 0002D44D _KiInitializeUserApc@24
0002D9EC 0002DA12 @KiXMMIZeroPageNoSave@4
0002DA14 0002DAA8 @KiXMMIZeroPage@4
0002DAA8 0002DAB6 @KiZeroPage@4
0002DABC 0002DAD3 _KiAmdK6MtrrWRMSR@0
